ratio,seed,analysis,variant,cost_rate,avail,n_prev,n_fail,fails_per_1000,false_rate,mean_rem,op,total_cost
5,5,policy_robustness,raw_wear_selected,0.12519062411748094,0.8145847711065103,97.0,303.0,21.392262072860774,0.061855670103092786,20.393163341550693,14164.0,1773.2
5,6,policy_robustness,raw_wear_selected,0.12601505875730068,0.8135913436766474,93.0,307.0,21.60298360425023,0.08602150537634409,20.637611070732166,14211.0,1790.8
5,7,policy_robustness,raw_wear_selected,0.12452242818734965,0.8153917157032422,100.0,300.0,21.225413895570963,0.04,20.056594391962967,14134.0,1760.0
5,8,policy_robustness,raw_wear_selected,0.130442897135884,0.8082970699158689,87.0,313.0,22.467877395736128,0.034482758620689655,20.2814852613319,13931.0,1817.2
5,9,policy_robustness,raw_wear_selected,0.11811279826464209,0.8232142857142857,104.0,296.0,20.065075921908893,0.10576923076923077,20.615432461949986,14752.0,1742.4
5,10,policy_robustness,raw_wear_selected,0.1167510633988252,0.8248955722639933,107.0,293.0,19.782594017959624,0.037383177570093455,19.683109592425744,14811.0,1729.2
5,11,policy_robustness,raw_wear_selected,0.12793033218624902,0.8112928038288416,86.0,314.0,22.05211040101131,0.023255813953488372,19.90586039652034,14239.0,1821.6
5,12,policy_robustness,raw_wear_selected,0.13039634809071807,0.808352369237978,91.0,309.0,22.38968190710818,0.0989010989010989,21.065742151547365,13801.0,1799.6
5,13,policy_robustness,raw_wear_selected,0.12982883334526965,0.809027174227939,88.0,312.0,22.344768316264414,0.06818181818181818,21.311674381221284,13963.0,1812.8
5,14,policy_robustness,raw_wear_selected,0.11757232617551612,0.8238807668240514,113.0,287.0,19.816336394393428,0.07964601769911504,20.8232312092984,14483.0,1702.8
5,0,policy_robustness,wear_torque_selected,0.11902674928215204,0.8220897005839235,142.0,258.0,19.495239534532267,0.6690140845070423,34.68135911829144,13234.0,1575.2
5,1,policy_robustness,wear_torque_selected,0.1280377506881636,0.8111642743221691,130.0,270.0,21.234762092017302,0.6846153846153846,34.6407970846014,12715.0,1628.0
5,2,policy_robustness,wear_torque_selected,0.13051146384479717,0.8082156278346507,130.0,270.0,21.645021645021647,0.7384615384615385,34.72742733298219,12474.0,1628.0
5,3,policy_robustness,wear_torque_selected,0.13611920958859733,0.8016099714359907,118.0,282.0,22.8377065111759,0.7288135593220338,35.05040059547183,12348.0,1680.8
5,4,policy_robustness,wear_torque_selected,0.14436572199730094,0.792089791555318,111.0,289.0,24.37584345479082,0.7387387387387387,34.820933687902055,11856.0,1711.6
5,5,policy_robustness,wear_torque_selected,0.12978740095708796,0.8090764836559823,124.0,276.0,21.652153447870088,0.6209677419354839,33.27890071195286,12747.0,1654.4
5,6,policy_robustness,wear_torque_selected,0.12599349567700485,0.8136172959019038,139.0,261.0,20.702784167525976,0.7553956834532374,35.37227142741815,12607.0,1588.4
5,7,policy_robustness,wear_torque_selected,0.1298256836718375,0.8090309224996766,131.0,269.0,21.509675355829202,0.7480916030534351,34.509890839264735,12506.0,1623.6
5,8,policy_robustness,wear_torque_selected,0.1330019243104554,0.8052685950413223,123.0,277.0,22.209749839640796,0.7073170731707317,34.64710452790013,12472.0,1658.8
5,9,policy_robustness,wear_torque_selected,0.1229709035222052,0.8172715894868585,135.0,265.0,20.290964777947934,0.6962962962962963,34.73246283191754,13060.0,1606.0
5,10,policy_robustness,wear_torque_selected,0.11857490864799025,0.8226452905811623,146.0,254.0,19.33617539585871,0.6164383561643836,33.52550297910058,13136.0,1557.6
5,11,policy_robustness,wear_torque_selected,0.12972633890065083,0.8091491656620773,124.0,276.0,21.641966596095035,0.6774193548387096,34.21970036413268,12753.0,1654.4
