ratio,pool_seed,model_seed,policy,param,cost_rate,avail,n_prev,n_fail,fails_per_1000,wear_fails,false30_rate,mean_rem_at_prev,op
2,3,4,rul_gated,8,0.06579795624442768,0.7946482097117009,29.0,371.0,25.44407105136822,33.0,0.0,9.135076256995752,14581.0
5,3,4,reactive,,0.14917276918904257,0.7866439086835929,0.0,400.0,27.122321670735015,60.0,0.0,0.0,14748.0
5,3,4,periodic,60,0.13372549019607843,0.804416403785489,97.0,303.0,22.850678733031675,0.0,0.31958762886597936,26.413894052830514,13260.0
5,3,4,risk,0.5,0.15260299761060023,0.7828033781102987,21.0,379.0,27.4418941423503,49.0,0.9523809523809523,64.94808659458296,13811.0
5,3,4,rul,16,0.13449080828713159,0.803516998827667,81.0,319.0,23.27108257951561,0.0,0.08641975308641975,21.455661593295847,13708.0
5,3,4,risk_gated,0.5,0.1506284285813485,0.7850095393840284,7.0,393.0,27.289771543642804,57.0,1.0,67.63251940162965,14401.0
5,3,4,rul_gated,16,0.13671350893298495,0.8009162377693569,60.0,340.0,24.009603841536613,13.0,0.05,17.87463909532828,14161.0
10,3,4,reactive,,0.2847843775427177,0.7866439086835929,0.0,400.0,27.122321670735015,60.0,0.0,0.0,14748.0
10,3,4,periodic,40,0.253125,0.7966607036374478,159.0,241.0,22.54865269461078,0.0,1.0,46.03907122170854,10688.0
10,3,4,risk,0.5,0.28981246832235175,0.7828033781102987,21.0,379.0,27.4418941423503,49.0,0.9523809523809523,64.94808659458296,13811.0
10,3,4,rul,16,0.2508462211847097,0.803516998827667,81.0,319.0,23.27108257951561,0.0,0.08641975308641975,21.455661593295847,13708.0
10,3,4,risk_gated,0.5,0.28707728629956253,0.7850095393840284,7.0,393.0,27.289771543642804,57.0,1.0,67.63251940162965,14401.0
10,3,4,rul_gated,16,0.25676152814066805,0.8009162377693569,60.0,340.0,24.009603841536613,13.0,0.05,17.87463909532828,14161.0
20,3,4,reactive,,0.5560075942500678,0.7866439086835929,0.0,400.0,27.122321670735015,60.0,0.0,0.0,14748.0
20,3,4,periodic,40,0.47861152694610776,0.7966607036374478,159.0,241.0,22.54865269461078,0.0,1.0,46.03907122170854,10688.0
20,3,4,risk,0.5,0.5642314097458547,0.7828033781102987,21.0,379.0,27.4418941423503,49.0,0.9523809523809523,64.94808659458296,13811.0
20,3,4,rul,16,0.4835570469798658,0.803516998827667,81.0,319.0,23.27108257951561,0.0,0.08641975308641975,21.455661593295847,13708.0
20,3,4,risk_gated,0.5,0.5599750017359906,0.7850095393840284,7.0,393.0,27.289771543642804,57.0,1.0,67.63251940162965,14401.0
20,3,4,rul_gated,16,0.4968575665560342,0.8009162377693569,60.0,340.0,24.009603841536613,13.0,0.05,17.87463909532828,14161.0
2,4,0,reactive,,0.07001330252748023,0.7812175244762894,0.0,400.0,28.005321010992088,62.0,0.0,0.0,14283.0
2,4,0,periodic,60,0.06863190905527244,0.7950508009723867,89.0,311.0,24.382595060760487,1.0,0.2696629213483146,25.795396178318242,12755.0
2,4,0,risk,0.8,0.07008222643896268,0.781255147422171,2.0,398.0,27.97104504884391,61.0,1.0,47.45871014648493,14229.0
2,4,0,rul,8,0.06625198900622016,0.7970713709212499,60.0,340.0,24.591349631129756,10.0,0.0,12.017141475061628,13826.0
2,4,0,risk_gated,0.8,0.07001330252748023,0.7812175244762894,0.0,400.0,28.005321010992088,62.0,0.0,0.0,14283.0
2,4,0,rul_gated,8,0.0674563767910342,0.7912223594118307,35.0,365.0,25.890197191090934,31.0,0.0,8.971663247083209,14098.0
5,4,0,reactive,,0.15402926556045649,0.7812175244762894,0.0,400.0,28.005321010992088,62.0,0.0,0.0,14283.0
5,4,0,periodic,60,0.1417796942375539,0.7950508009723867,89.0,311.0,24.382595060760487,1.0,0.2696629213483146,25.795396178318242,12755.0
5,4,0,risk,0.5,0.152442996742671,0.7829816832830976,32.0,368.0,27.243115190997926,55.0,0.84375,62.26815151154947,13508.0
5,4,0,rul,16,0.1407946618137701,0.7961844964984304,78.0,322.0,24.416135881104033,1.0,0.05128205128205128,20.861395008322162,13188.0
5,4,0,risk_gated,0.5,0.15459803354540197,0.7805869074492099,14.0,386.0,27.906304222093695,60.0,0.9285714285714286,71.87251194832997,13832.0
5,4,0,rul_gated,16,0.14250092216894134,0.7942227690865413,61.0,339.0,25.0092216894135,15.0,0.03278688524590164,17.8318540351436,13555.0
10,4,0,reactive,,0.29405587061541694,0.7812175244762894,0.0,400.0,28.005321010992088,62.0,0.0,0.0,14283.0
10,4,0,periodic,40,0.26378461835375855,0.7901639344262295,156.0,244.0,23.5453054134903,0.0,1.0,45.72185609468049,10363.0
10,4,0,risk,0.5,0.28865857269766065,0.7829816832830976,32.0,368.0,27.243115190997926,55.0,0.84375,62.26815151154947,13508.0
10,4,0,rul,16,0.2628753412192903,0.7961844964984304,78.0,322.0,24.416135881104033,1.0,0.05128205128205128,20.861395008322162,13188.0
10,4,0,risk_gated,0.5,0.29412955465587043,0.7805869074492099,14.0,386.0,27.906304222093695,60.0,0.9285714285714286,71.87251194832997,13832.0
10,4,0,rul_gated,16,0.2675470306160088,0.7942227690865413,61.0,339.0,25.0092216894135,15.0,0.03278688524590164,17.8318540351436,13555.0
20,4,0,reactive,,0.5741090807253378,0.7812175244762894,0.0,400.0,28.005321010992088,62.0,0.0,0.0,14283.0
20,4,0,periodic,40,0.49923767248866163,0.7901639344262295,156.0,244.0,23.5453054134903,0.0,1.0,45.72185609468049,10363.0
20,4,0,risk,0.5,0.56108972460764,0.7829816832830976,32.0,368.0,27.243115190997926,55.0,0.84375,62.26815151154947,13508.0
20,4,0,rul,16,0.5070367000303306,0.7961844964984304,78.0,322.0,24.416135881104033,1.0,0.05128205128205128,20.861395008322162,13188.0
20,4,0,risk_gated,0.5,0.5731925968768073,0.7805869074492099,14.0,386.0,27.906304222093695,60.0,0.9285714285714286,71.87251194832997,13832.0
20,4,0,rul_gated,16,0.5176392475101439,0.7942227690865413,61.0,339.0,25.0092216894135,15.0,0.03278688524590164,17.8318540351436,13555.0
2,4,1,reactive,,0.07001330252748023,0.7812175244762894,0.0,400.0,28.005321010992088,62.0,0.0,0.0,14283.0
2,4,1,periodic,60,0.06863190905527244,0.7950508009723867,89.0,311.0,24.382595060760487,1.0,0.2696629213483146,25.795396178318242,12755.0
2,4,1,risk,0.8,0.07008222643896268,0.781255147422171,2.0,398.0,27.97104504884391,61.0,1.0,47.45871014648493,14229.0
2,4,1,rul,8,0.06680135651922937,0.7948953254946945,53.0,347.0,25.037881521033263,15.0,0.0,12.254084530915186,13859.0
2,4,1,risk_gated,0.8,0.07001330252748023,0.7812175244762894,0.0,400.0,28.005321010992088,62.0,0.0,0.0,14283.0
2,4,1,rul_gated,8,0.06758924135973317,0.7907851170099333,34.0,366.0,25.974025974025974,32.0,0.0,9.401575597189948,14091.0
5,4,1,reactive,,0.15402926556045649,0.7812175244762894,0.0,400.0,28.005321010992088,62.0,0.0,0.0,14283.0
5,4,1,periodic,60,0.1417796942375539,0.7950508009723867,89.0,311.0,24.382595060760487,1.0,0.2696629213483146,25.795396178318242,12755.0
5,4,1,risk,0.5,0.15224801645606817,0.783199079401611,29.0,371.0,27.255362915074933,55.0,0.7931034482758621,61.18506692530833,13612.0
5,4,1,rul,16,0.14114272775303796,0.7957835305423749,75.0,325.0,24.530153219110876,3.0,0.04,20.13979503589483,13249.0
5,4,1,risk_gated,0.5,0.1540474478792236,0.7811973492081321,13.0,387.0,27.82171099928109,60.0,0.8461538461538461,68.63901101322334,13910.0
5,4,1,rul_gated,16,0.14369587553207103,0.7928546491330153,55.0,345.0,25.31924262439454,17.0,0.03636363636363636,17.645182179307785,13626.0
10,4,1,reactive,,0.29405587061541694,0.7812175244762894,0.0,400.0,28.005321010992088,62.0,0.0,0.0,14283.0
10,4,1,periodic,40,0.26378461835375855,0.7901639344262295,156.0,244.0,23.5453054134903,0.0,1.0,45.72185609468049,10363.0
10,4,1,risk,0.5,0.28852483103144283,0.783199079401611,29.0,371.0,27.255362915074933,55.0,0.7931034482758621,61.18506692530833,13612.0
10,4,1,rul,16,0.26379349384859235,0.7957835305423749,75.0,325.0,24.530153219110876,3.0,0.04,20.13979503589483,13249.0
10,4,1,risk_gated,0.5,0.29315600287562904,0.7811973492081321,13.0,387.0,27.82171099928109,60.0,0.8461538461538461,68.63901101322334,13910.0
10,4,1,rul_gated,16,0.27029208865404375,0.7928546491330153,55.0,345.0,25.31924262439454,17.0,0.03636363636363636,17.645182179307785,13626.0
20,4,1,reactive,,0.5741090807253378,0.7812175244762894,0.0,400.0,28.005321010992088,62.0,0.0,0.0,14283.0
20,4,1,periodic,40,0.49923767248866163,0.7901639344262295,156.0,244.0,23.5453054134903,0.0,1.0,45.72185609468049,10363.0
20,4,1,risk,0.5,0.5610784601821922,0.783199079401611,29.0,371.0,27.255362915074933,55.0,0.7931034482758621,61.18506692530833,13612.0
20,4,1,rul,16,0.5090950260397011,0.7957835305423749,75.0,325.0,24.530153219110876,3.0,0.04,20.13979503589483,13249.0
20,4,1,risk_gated,0.5,0.57137311286844,0.7811973492081321,13.0,387.0,27.82171099928109,60.0,0.8461538461538461,68.63901101322334,13910.0
20,4,1,rul_gated,16,0.5234845148979891,0.7928546491330153,55.0,345.0,25.31924262439454,17.0,0.03636363636363636,17.645182179307785,13626.0
2,4,2,reactive,,0.07001330252748023,0.7812175244762894,0.0,400.0,28.005321010992088,62.0,0.0,0.0,14283.0
2,4,2,periodic,60,0.06863190905527244,0.7950508009723867,89.0,311.0,24.382595060760487,1.0,0.2696629213483146,25.795396178318242,12755.0
2,4,2,risk,0.8,0.07005276116778052,0.781430377659282,3.0,397.0,27.9282448118185,61.0,1.0,58.78726251590103,14215.0
2,4,2,rul,8,0.06624719751211398,0.7970830691185796,60.0,340.0,24.589571128950602,9.0,0.0,11.850066440098036,13827.0
2,4,2,risk_gated,0.8,0.07001330252748023,0.7812175244762894,0.0,400.0,28.005321010992088,62.0,0.0,0.0,14283.0
2,4,2,rul_gated,8,0.06751384353258555,0.7910816578681343,35.0,365.0,25.912253301150077,31.0,0.0,9.452777173052956,14086.0
5,4,2,reactive,,0.15402926556045649,0.7812175244762894,0.0,400.0,28.005321010992088,62.0,0.0,0.0,14283.0
5,4,2,periodic,60,0.1417796942375539,0.7950508009723867,89.0,311.0,24.382595060760487,1.0,0.2696629213483146,25.795396178318242,12755.0
5,4,2,risk,0.5,0.15189201150697054,0.7835963239119126,32.0,368.0,27.14464852105923,54.0,0.8125,58.9832700467583,13557.0
5,4,2,rul,16,0.1416452052719285,0.7952053969401277,75.0,325.0,24.617482199666718,3.0,0.06666666666666667,20.898989678831686,13202.0
5,4,2,risk_gated,0.5,0.15426294820717132,0.7809583074051026,16.0,384.0,27.816008692502717,59.0,0.875,65.50353250717505,13805.0
5,4,2,rul_gated,16,0.14345718901453958,0.7931275480489225,56.0,344.0,25.260684388309592,16.0,0.03571428571428571,17.39052585134064,13618.0
10,4,2,reactive,,0.29405587061541694,0.7812175244762894,0.0,400.0,28.005321010992088,62.0,0.0,0.0,14283.0
10,4,2,periodic,40,0.26378461835375855,0.7901639344262295,156.0,244.0,23.5453054134903,0.0,1.0,45.72185609468049,10363.0
10,4,2,risk,0.5,0.28761525411226674,0.7835963239119126,32.0,368.0,27.14464852105923,54.0,0.8125,58.9832700467583,13557.0
10,4,2,rul,16,0.26473261627026207,0.7952053969401277,75.0,325.0,24.617482199666718,3.0,0.06666666666666667,20.898989678831686,13202.0
10,4,2,risk_gated,0.5,0.2933429916696849,0.7809583074051026,16.0,384.0,27.816008692502717,59.0,0.875,65.50353250717505,13805.0
10,4,2,rul_gated,16,0.2697606109560875,0.7931275480489225,56.0,344.0,25.260684388309592,16.0,0.03571428571428571,17.39052585134064,13618.0
20,4,2,reactive,,0.5741090807253378,0.7812175244762894,0.0,400.0,28.005321010992088,62.0,0.0,0.0,14283.0
20,4,2,periodic,40,0.49923767248866163,0.7901639344262295,156.0,244.0,23.5453054134903,0.0,1.0,45.72185609468049,10363.0
20,4,2,risk,0.5,0.5590617393228591,0.7835963239119126,32.0,368.0,27.14464852105923,54.0,0.8125,58.9832700467583,13557.0
20,4,2,rul,16,0.5109074382669293,0.7952053969401277,75.0,325.0,24.617482199666718,3.0,0.06666666666666667,20.898989678831686,13202.0
20,4,2,risk_gated,0.5,0.571503078594712,0.7809583074051026,16.0,384.0,27.816008692502717,59.0,0.875,65.50353250717505,13805.0
20,4,2,rul_gated,16,0.5223674548391835,0.7931275480489225,56.0,344.0,25.260684388309592,16.0,0.03571428571428571,17.39052585134064,13618.0
2,4,3,reactive,,0.07001330252748023,0.7812175244762894,0.0,400.0,28.005321010992088,62.0,0.0,0.0,14283.0
2,4,3,periodic,60,0.06863190905527244,0.7950508009723867,89.0,311.0,24.382595060760487,1.0,0.2696629213483146,25.795396178318242,12755.0
2,4,3,risk,0.8,0.07005276116778052,0.781430377659282,3.0,397.0,27.9282448118185,61.0,1.0,58.78726251590103,14215.0
2,4,3,rul,8,0.0665559326930021,0.7958503362262199,56.0,344.0,24.842926265617102,12.0,0.0,12.195073388263252,13847.0
2,4,3,risk_gated,0.8,0.07001330252748023,0.7812175244762894,0.0,400.0,28.005321010992088,62.0,0.0,0.0,14283.0
2,4,3,rul_gated,8,0.06765498652291105,0.7905125042054503,33.0,367.0,26.032061285288695,32.0,0.0,9.353392234323335,14098.0
5,4,3,reactive,,0.15402926556045649,0.7812175244762894,0.0,400.0,28.005321010992088,62.0,0.0,0.0,14283.0
5,4,3,periodic,60,0.1417796942375539,0.7950508009723867,89.0,311.0,24.382595060760487,1.0,0.2696629213483146,25.795396178318242,12755.0
5,4,3,risk,0.5,0.15306603773584906,0.7822878228782287,28.0,372.0,27.41745283018868,56.0,0.8571428571428571,63.50977851013634,13568.0
5,4,3,rul,16,0.1414737479195037,0.79540257552052,75.0,325.0,24.587683461945833,2.0,0.05333333333333334,20.606027612341595,13218.0
5,4,3,risk_gated,0.5,0.1549429932169144,0.7802049318770409,12.0,388.0,27.99826814836196,60.0,0.9166666666666666,72.78413051461293,13858.0
5,4,3,rul_gated,16,0.14382684237650004,0.7927049897869857,56.0,344.0,25.325774865640874,17.0,0.05357142857142857,18.305427635320655,13583.0
10,4,3,reactive,,0.29405587061541694,0.7812175244762894,0.0,400.0,28.005321010992088,62.0,0.0,0.0,14283.0
10,4,3,periodic,40,0.26378461835375855,0.7901639344262295,156.0,244.0,23.5453054134903,0.0,1.0,45.72185609468049,10363.0
10,4,3,risk,0.5,0.29015330188679245,0.7822878228782287,28.0,372.0,27.41745283018868,56.0,0.8571428571428571,63.50977851013634,13568.0
10,4,3,rul,16,0.2644121652292329,0.79540257552052,75.0,325.0,24.587683461945833,2.0,0.05333333333333334,20.606027612341595,13218.0
10,4,3,risk_gated,0.5,0.2949343339587242,0.7802049318770409,12.0,388.0,27.99826814836196,60.0,0.9166666666666666,72.78413051461293,13858.0
10,4,3,rul_gated,16,0.2704557167047044,0.7927049897869857,56.0,344.0,25.325774865640874,17.0,0.05357142857142857,18.305427635320655,13583.0
20,4,3,reactive,,0.5741090807253378,0.7812175244762894,0.0,400.0,28.005321010992088,62.0,0.0,0.0,14283.0
20,4,3,periodic,40,0.49923767248866163,0.7901639344262295,156.0,244.0,23.5453054134903,0.0,1.0,45.72185609468049,10363.0
20,4,3,risk,0.5,0.5643278301886793,0.7822878228782287,28.0,372.0,27.41745283018868,56.0,0.8571428571428571,63.50977851013634,13568.0
20,4,3,rul,16,0.5102889998486911,0.79540257552052,75.0,325.0,24.587683461945833,2.0,0.05333333333333334,20.606027612341595,13218.0
20,4,3,risk_gated,0.5,0.5749170154423437,0.7802049318770409,12.0,388.0,27.99826814836196,60.0,0.9166666666666666,72.78413051461293,13858.0
20,4,3,rul_gated,16,0.5237134653611132,0.7927049897869857,56.0,344.0,25.325774865640874,17.0,0.05357142857142857,18.305427635320655,13583.0
2,4,4,reactive,,0.07001330252748023,0.7812175244762894,0.0,400.0,28.005321010992088,62.0,0.0,0.0,14283.0
2,4,4,periodic,60,0.06863190905527244,0.7950508009723867,89.0,311.0,24.382595060760487,1.0,0.2696629213483146,25.795396178318242,12755.0
2,4,4,risk,0.8,0.07005276116778052,0.781430377659282,3.0,397.0,27.9282448118185,61.0,1.0,58.78726251590103,14215.0
2,4,4,rul,8,0.06646412037037036,0.7963133640552995,58.0,342.0,24.739583333333332,12.0,0.0,12.189003796659566,13824.0
2,4,4,risk_gated,0.8,0.07001330252748023,0.7812175244762894,0.0,400.0,28.005321010992088,62.0,0.0,0.0,14283.0
2,4,4,rul_gated,8,0.06757485454803462,0.7908203344181349,34.0,366.0,25.968497232865047,32.0,0.0,9.333715502542974,14094.0
5,4,4,reactive,,0.15402926556045649,0.7812175244762894,0.0,400.0,28.005321010992088,62.0,0.0,0.0,14283.0
5,4,4,periodic,60,0.1417796942375539,0.7950508009723867,89.0,311.0,24.382595060760487,1.0,0.2696629213483146,25.795396178318242,12755.0
5,4,4,risk,0.5,0.15306603773584906,0.7822878228782287,28.0,372.0,27.41745283018868,56.0,0.8571428571428571,62.77138195427996,13568.0
5,4,4,rul,16,0.14150485436893204,0.7953667953667953,76.0,324.0,24.575242718446603,2.0,0.05263157894736842,21.13111741839621,13184.0
5,4,4,risk_gated,0.5,0.15438596491228068,0.7808219178082192,12.0,388.0,27.897612884670693,61.0,0.9166666666666666,69.9493399544789,13908.0
5,4,4,rul_gated,16,0.1427690500660696,0.7939153747523021,58.0,342.0,25.106445455880195,15.0,0.034482758620689655,17.405792404042224,13622.0
10,4,4,reactive,,0.29405587061541694,0.7812175244762894,0.0,400.0,28.005321010992088,62.0,0.0,0.0,14283.0
10,4,4,periodic,40,0.26378461835375855,0.7901639344262295,156.0,244.0,23.5453054134903,0.0,1.0,45.72185609468049,10363.0
10,4,4,risk,0.5,0.29015330188679245,0.7822878228782287,28.0,372.0,27.41745283018868,56.0,0.8571428571428571,62.77138195427996,13568.0
10,4,4,rul,16,0.26438106796116506,0.7953667953667953,76.0,324.0,24.575242718446603,2.0,0.05263157894736842,21.13111741839621,13184.0
10,4,4,risk_gated,0.5,0.29387402933563417,0.7808219178082192,12.0,388.0,27.897612884670693,61.0,0.9166666666666666,69.9493399544789,13908.0
10,4,4,rul_gated,16,0.2683012773454706,0.7939153747523021,58.0,342.0,25.106445455880195,15.0,0.034482758620689655,17.405792404042224,13622.0
20,4,4,reactive,,0.5741090807253378,0.7812175244762894,0.0,400.0,28.005321010992088,62.0,0.0,0.0,14283.0
20,4,4,periodic,40,0.49923767248866163,0.7901639344262295,156.0,244.0,23.5453054134903,0.0,1.0,45.72185609468049,10363.0
20,4,4,risk,0.5,0.5643278301886793,0.7822878228782287,28.0,372.0,27.41745283018868,56.0,0.8571428571428571,62.77138195427996,13568.0
20,4,4,rul,16,0.5101334951456311,0.7953667953667953,76.0,324.0,24.575242718446603,2.0,0.05263157894736842,21.13111741839621,13184.0
20,4,4,risk_gated,0.5,0.5728501581823411,0.7808219178082192,12.0,388.0,27.897612884670693,61.0,0.9166666666666666,69.9493399544789,13908.0
20,4,4,rul_gated,16,0.5193657319042725,0.7939153747523021,58.0,342.0,25.106445455880195,15.0,0.034482758620689655,17.405792404042224,13622.0
2,5,0,reactive,,0.06486346241162354,0.7939949528763455,0.0,400.0,25.945384964649413,76.0,0.0,0.0,15417.0
2,5,0,periodic,60,0.06219906048150323,0.8132760267430754,109.0,291.0,21.35936582501468,0.0,0.28440366972477066,25.66278075286772,13624.0
2,5,0,risk,0.8,0.06477138739682956,0.795021351942506,8.0,392.0,25.677977204244726,74.0,1.0,59.23424560429399,15266.0
2,5,0,rul,8,0.06046854082998661,0.812486404176637,69.0,331.0,22.15528781793842,15.0,0.0,12.437252461167903,14940.0
2,5,0,risk_gated,0.8,0.06486346241162354,0.7939949528763455,0.0,400.0,25.945384964649413,76.0,0.0,0.0,15417.0
2,5,0,rul_gated,8,0.0623856832686361,0.804052266835952,37.0,363.0,23.883150207250477,43.0,0.0,10.690452983997718,15199.0
5,5,0,reactive,,0.14269961730557176,0.7939949528763455,0.0,400.0,25.945384964649413,76.0,0.0,0.0,15417.0
5,5,0,periodic,60,0.1262771579565473,0.8132760267430754,109.0,291.0,21.35936582501468,0.0,0.28440366972477066,25.66278075286772,13624.0
5,5,0,risk,0.5,0.14214435879467416,0.794631918921929,39.0,361.0,25.29782761037141,62.0,0.8461538461538461,59.44987417149712,14270.0
5,5,0,rul,16,0.1262027552101731,0.8133655116933862,94.0,306.0,21.617802896503,1.0,0.06382978723404255,20.64310666964639,14155.0
5,5,0,risk_gated,0.5,0.14343664234553855,0.7931510485797717,13.0,387.0,25.905348416895375,70.0,0.8461538461538461,60.810912297436566,14939.0
5,5,0,rul_gated,16,0.12902255639097743,0.8099878197320342,71.0,329.0,22.48803827751196,15.0,0.014084507042253521,17.036645692271815,14630.0
10,5,0,reactive,,0.27242654212881884,0.7939949528763455,0.0,400.0,25.945384964649413,76.0,0.0,0.0,15417.0
10,5,0,periodic,40,0.239396448615328,0.8045747279591383,170.0,230.0,21.161100377219615,0.0,1.0,45.96647390028263,10869.0
10,5,0,risk,0.5,0.2686334968465312,0.794631918921929,39.0,361.0,25.29782761037141,62.0,0.8461538461538461,59.44987417149712,14270.0
10,5,0,rul,16,0.2342917696926881,0.8133655116933862,94.0,306.0,21.617802896503,1.0,0.06382978723404255,20.64310666964639,14155.0
10,5,0,risk_gated,0.5,0.2729633844300154,0.7931510485797717,13.0,387.0,25.905348416895375,70.0,0.8461538461538461,60.810912297436566,14939.0
10,5,0,rul_gated,16,0.24146274777853724,0.8099878197320342,71.0,329.0,22.48803827751196,15.0,0.014084507042253521,17.036645692271815,14630.0
20,5,0,reactive,,0.531880391775313,0.7939949528763455,0.0,400.0,25.945384964649413,76.0,0.0,0.0,15417.0
20,5,0,periodic,40,0.45100745238752415,0.8045747279591383,170.0,230.0,21.161100377219615,0.0,1.0,45.96647390028263,10869.0
20,5,0,risk,0.5,0.5216117729502452,0.794631918921929,39.0,361.0,25.29782761037141,62.0,0.8461538461538461,59.44987417149712,14270.0
20,5,0,rul,16,0.4504697986577181,0.8133655116933862,94.0,306.0,21.617802896503,1.0,0.06382978723404255,20.64310666964639,14155.0
20,5,0,risk_gated,0.5,0.5320168685989691,0.7931510485797717,13.0,387.0,25.905348416895375,70.0,0.8461538461538461,60.810912297436566,14939.0
20,5,0,rul_gated,16,0.4663431305536569,0.8099878197320342,71.0,329.0,22.48803827751196,15.0,0.014084507042253521,17.036645692271815,14630.0
2,5,1,reactive,,0.06486346241162354,0.7939949528763455,0.0,400.0,25.945384964649413,76.0,0.0,0.0,15417.0
2,5,1,periodic,60,0.06219906048150323,0.8132760267430754,109.0,291.0,21.35936582501468,0.0,0.28440366972477066,25.66278075286772,13624.0
2,5,1,risk,0.8,0.06477138739682956,0.795021351942506,8.0,392.0,25.677977204244726,74.0,1.0,59.23424560429399,15266.0
2,5,1,rul,8,0.06056366180291825,0.8117799772837904,65.0,335.0,22.319941368512225,19.0,0.0,11.272556080500106,15009.0
2,5,1,risk_gated,0.8,0.06486346241162354,0.7939949528763455,0.0,400.0,25.945384964649413,76.0,0.0,0.0,15417.0
2,5,1,rul_gated,8,0.06266071897139859,0.8028228354750369,32.0,368.0,24.1406454998688,47.0,0.0,9.407973816005091,15244.0
5,5,1,reactive,,0.14269961730557176,0.7939949528763455,0.0,400.0,25.945384964649413,76.0,0.0,0.0,15417.0
5,5,1,periodic,60,0.1262771579565473,0.8132760267430754,109.0,291.0,21.35936582501468,0.0,0.28440366972477066,25.66278075286772,13624.0
5,5,1,risk,0.5,0.14366968611754793,0.7928845832637381,35.0,365.0,25.63022259672776,63.0,0.9142857142857143,64.87302675055639,14241.0
5,5,1,rul,16,0.12580281690140846,0.8138468592388812,94.0,306.0,21.549295774647888,1.0,0.05319148936170213,20.145265619684398,14200.0
5,5,1,risk_gated,0.5,0.14337309255680683,0.7932237433268143,11.0,389.0,25.92123675618045,70.0,0.8181818181818182,60.427369878080235,15007.0
5,5,1,rul_gated,16,0.12897847625555175,0.8100404051585764,71.0,329.0,22.480355312606765,16.0,0.014084507042253521,16.861625149211044,14635.0
10,5,1,reactive,,0.27242654212881884,0.7939949528763455,0.0,400.0,25.945384964649413,76.0,0.0,0.0,15417.0
10,5,1,periodic,40,0.239396448615328,0.8045747279591383,170.0,230.0,21.161100377219615,0.0,1.0,45.96647390028263,10869.0
10,5,1,risk,0.5,0.2718207991011867,0.7928845832637381,35.0,365.0,25.63022259672776,63.0,0.9142857142857143,64.87302675055639,14241.0
10,5,1,rul,16,0.2335492957746479,0.8138468592388812,94.0,306.0,21.549295774647888,1.0,0.05319148936170213,20.145265619684398,14200.0
10,5,1,risk_gated,0.5,0.2729792763377091,0.7932237433268143,11.0,389.0,25.92123675618045,70.0,0.8181818181818182,60.427369878080235,15007.0
10,5,1,rul_gated,16,0.24138025281858558,0.8100404051585764,71.0,329.0,22.480355312606765,16.0,0.014084507042253521,16.861625149211044,14635.0
20,5,1,reactive,,0.531880391775313,0.7939949528763455,0.0,400.0,25.945384964649413,76.0,0.0,0.0,15417.0
20,5,1,periodic,40,0.45100745238752415,0.8045747279591383,170.0,230.0,21.161100377219615,0.0,1.0,45.96647390028263,10869.0
20,5,1,risk,0.5,0.5281230250684643,0.7928845832637381,35.0,365.0,25.63022259672776,63.0,0.9142857142857143,64.87302675055639,14241.0
20,5,1,rul,16,0.44904225352112676,0.8138468592388812,94.0,306.0,21.549295774647888,1.0,0.05319148936170213,20.145265619684398,14200.0
20,5,1,risk_gated,0.5,0.5321916438995136,0.7932237433268143,11.0,389.0,25.92123675618045,70.0,0.8181818181818182,60.427369878080235,15007.0
20,5,1,rul_gated,16,0.46618380594465325,0.8100404051585764,71.0,329.0,22.480355312606765,16.0,0.014084507042253521,16.861625149211044,14635.0
2,5,2,reactive,,0.06486346241162354,0.7939949528763455,0.0,400.0,25.945384964649413,76.0,0.0,0.0,15417.0
2,5,2,periodic,60,0.06219906048150323,0.8132760267430754,109.0,291.0,21.35936582501468,0.0,0.28440366972477066,25.66278075286772,13624.0
2,5,2,risk,0.8,0.06479427783975326,0.7950644336620233,9.0,391.0,25.657851565063325,74.0,1.0,59.76261164679347,15239.0
2,5,2,rul,8,0.06063566410170626,0.8118311695366397,67.0,333.0,22.281699565071932,17.0,0.0,12.089785449228462,14945.0
2,5,2,risk_gated,0.8,0.06486346241162354,0.7939949528763455,0.0,400.0,25.945384964649413,76.0,0.0,0.0,15417.0
2,5,2,rul_gated,8,0.062487679873841906,0.8035799144622208,35.0,365.0,23.983178921085486,45.0,0.0,9.973322274647368,15219.0
5,5,2,reactive,,0.14269961730557176,0.7939949528763455,0.0,400.0,25.945384964649413,76.0,0.0,0.0,15417.0
5,5,2,periodic,60,0.1262771579565473,0.8132760267430754,109.0,291.0,21.35936582501468,0.0,0.28440366972477066,25.66278075286772,13624.0
5,5,2,risk,0.5,0.1421125589132243,0.7946684291694206,34.0,366.0,25.367341280842805,65.0,0.8823529411764706,59.37950404214831,14428.0
5,5,2,rul,16,0.1258030356512531,0.8138465958058029,95.0,305.0,21.5319449346982,1.0,0.07368421052631578,20.60300580778402,14165.0
5,5,2,risk_gated,0.5,0.1430014621826399,0.7936491191053908,11.0,389.0,25.854047587398643,71.0,0.8181818181818182,55.084312368495645,15046.0
5,5,2,rul_gated,16,0.12879366812227075,0.8102609464838567,71.0,329.0,22.448144104803493,16.0,0.028169014084507043,16.551912631914043,14656.0
10,5,2,reactive,,0.27242654212881884,0.7939949528763455,0.0,400.0,25.945384964649413,76.0,0.0,0.0,15417.0
10,5,2,periodic,40,0.239396448615328,0.8045747279591383,170.0,230.0,21.161100377219615,0.0,1.0,45.96647390028263,10869.0
