ratio,seed,variant,cost_rate,avail,n_prev,n_fail,fails_per_1000,false_rate,mean_rem,op,total_cost
20,2,raw_wear_selected,0.5274135131759711,0.772354586669239,205.0,195.0,24.353690520794306,0.0,11.952311194197184,8007.0,4223.0
20,3,raw_wear_selected,0.5071428571428571,0.7765495459928938,217.0,183.0,23.258769700050838,0.0,11.576850514431042,7868.0,3990.2
20,4,raw_wear_selected,0.5752883435582823,0.7615398990842833,181.0,219.0,26.87116564417178,0.0,11.395577357879029,8150.0,4688.6
20,0,wear_torque_selected,0.5292888825296895,0.7652469068214168,232.0,168.0,24.037773644298184,0.09482758620689655,19.136686826416003,6989.0,3699.2
20,1,wear_torque_selected,0.6077839794840851,0.7440790212145022,215.0,185.0,27.90767838286318,0.14883720930232558,19.041084249680278,6629.0,4029.0
20,2,wear_torque_selected,0.5174864190280428,0.7667454688731284,241.0,159.0,23.344589634414916,0.14107883817427386,18.298181669530386,6811.0,3524.6
20,3,wear_torque_selected,0.5543537210003013,0.7565534533850011,233.0,167.0,25.158180174751433,0.1072961373390558,18.37872342217338,6638.0,3679.8
20,4,wear_torque_selected,0.594148409893993,0.7505038718574308,206.0,194.0,27.420494699646643,0.1407766990291262,18.615731332906194,7075.0,4203.6
20,0,periodic_fine_selected,0.7584160728886813,0.7220207472379185,88.0,312.0,36.4443406144142,0.32954545454545453,22.471446687097817,8561.0,6492.8
20,1,periodic_fine_selected,0.8311393667414609,0.7043020193151888,79.0,321.0,40.0149588631264,0.43037974683544306,27.6699793849337,8022.0,6667.4
20,2,periodic_fine_selected,0.7873641946150212,0.7154444068942211,79.0,321.0,37.90741615493623,0.2911392405063291,23.09124079644979,8468.0,6667.4
20,3,periodic_fine_selected,0.8269437652811735,0.7059026579219883,74.0,326.0,39.85330073349633,0.43243243243243246,27.467435002743162,8180.0,6764.4
20,4,periodic_fine_selected,0.835039223010833,0.7035479632063075,77.0,323.0,40.21915079068609,0.4935064935064935,28.813899012375074,8031.0,6706.2
20,0,oracle_wear_final,0.4441246016243446,0.8020944998763091,200.0,200.0,20.56132414927521,0.0,5.020267345722037,9727.0,4320.0
20,1,oracle_wear_final,0.4769800631877111,0.7910885115918297,197.0,203.0,22.115698877873406,0.005076142131979695,5.781340710664509,9179.0,4378.2
20,2,oracle_wear_final,0.4430739632321504,0.8007531667237248,209.0,191.0,20.414707139803333,0.014354066985645933,6.377011634698377,9356.0,4145.4
20,3,oracle_wear_final,0.4278275714895433,0.8048780487804879,216.0,184.0,19.632949210414,0.009259259259259259,5.729061026797228,9372.0,4009.6
20,4,oracle_wear_final,0.49567023835556523,0.7861440605122916,189.0,211.0,23.070194620599167,0.0,6.563116616195945,9146.0,4533.4
